killsDiff,minionsKilledDiff,wardPlacedDiff,firstBlood,heralds,dragons,teamWins
-4,-54,-1,blue,none,red,red
6,7,-3,blue,none,blue,blue
3,14,1,blue,blue,blue,blue
4,17,-3,blue,none,red,blue
-4,4,-5,blue,none,none,red
6,7,1,blue,none,blue,blue
3,4,4,blue,none,none,blue
7,1,-17,blue,none,blue,blue
-8,-64,0,red,red,red,red
-4,7,-3,red,blue,none,blue
5,-19,-1,blue,blue,blue,blue
-10,-45,18,red,red,red,red
-4,-21,22,blue,red,red,red
0,55,1,blue,red,blue,blue
0,30,3,blue,blue,red,blue
-2,15,-26,red,none,red,red
-4,-39,2,red,red,blue,red
7,14,-130,red,none,blue,blue
-2,-19,0,red,none,blue,blue
-2,25,70,blue,blue,red,red
-2,-22,9,red,none,red,blue
1,-28,1,blue,none,red,red
-2,16,-2,blue,red,none,red
-2,35,4,blue,none,red,blue
0,-2,28,blue,none,none,red
-2,-13,-2,blue,blue,none,red
-6,-15,0,red,none,red,red
3,-11,22,blue,red,blue,blue
3,5,-26,red,blue,blue,red
1,8,-41,blue,blue,none,blue
8,4,-79,blue,none,none,blue
0,-5,3,red,none,none,blue
-5,-17,-5,red,none,red,red
5,60,35,blue,blue,blue,blue
0,-7,-4,red,none,blue,red
6,-17,0,blue,red,blue,blue
-3,5,-21,red,blue,blue,blue
2,47,-28,red,blue,blue,red
0,17,-22,red,none,red,red
4,39,1,red,none,red,blue
-2,37,-24,blue,none,red,red
4,37,1,blue,blue,blue,blue
0,20,8,red,none,blue,red
-1,66,-21,red,none,none,red
-3,22,25,blue,red,red,red
-2,4,-22,red,red,blue,blue
4,16,15,blue,blue,red,blue
9,60,4,blue,none,red,blue
4,-20,-1,blue,red,none,blue
-6,50,-22,red,blue,red,red
-4,9,-11,blue,blue,blue,red
2,-1,5,red,blue,red,blue
1,5,14,blue,none,red,red
-2,-4,10,blue,none,none,blue
-3,33,51,red,none,blue,red
-5,-64,-25,red,none,blue,red
1,18,-5,blue,blue,red,blue
2,-31,0,red,none,red,blue
-3,-47,-3,red,none,red,red
-4,-20,-22,red,none,none,red
-1,-45,4,red,none,red,blue
3,-7,1,blue,none,red,red
7,30,1,blue,none,blue,blue
2,-4,-7,red,red,red,blue
6,37,4,blue,none,blue,blue
-3,-16,5,red,none,red,red
0,5,-34,red,red,red,blue
-1,46,-4,blue,none,blue,red
0,26,3,blue,blue,blue,red
12,29,-3,blue,red,blue,blue
1,2,-1,red,none,red,red
12,24,8,blue,blue,blue,blue
-1,-17,16,red,none,red,red
-4,6,-40,red,red,red,red
-4,4,-4,red,none,red,red
3,34,-1,red,none,red,red
-5,-18,-6,blue,none,red,red
5,23,-35,red,none,red,blue
2,27,-18,red,red,blue,blue
-3,-29,0,red,red,red,red
3,13,-15,blue,blue,blue,red
2,14,1,blue,red,blue,blue
-5,-14,-3,red,none,red,red
1,5,-7,blue,none,none,blue
6,20,0,blue,none,red,blue
-3,31,-4,red,none,red,red
-1,5,-9,blue,none,red,blue
-7,34,-5,blue,red,red,red
1,-2,1,red,none,none,blue
0,-18,23,red,none,red,blue
4,1,23,red,none,red,blue
-1,15,-1,blue,red,red,red
-4,-33,1,red,blue,blue,blue
2,-31,-20,blue,red,none,red
-4,2,0,red,none,red,red
-1,-28,-3,red,none,red,blue
5,16,0,blue,none,blue,red
-5,-36,-1,blue,none,blue,red
2,-2,6,red,none,red,red
1,14,1,red,none,none,red
9,37,-7,blue,none,blue,blue
2,36,28,red,red,none,blue
0,2,-4,red,none,red,blue
3,10,3,blue,none,blue,blue
-2,-7,0,red,none,red,blue
0,31,-36,blue,red,blue,blue
-2,-14,-4,red,red,red,red
-2,-2,-4,red,none,red,red
0,0,96,red,none,none,red
-1,-2,0,red,none,red,red
4,-2,132,red,none,red,red
-2,-33,-8,red,none,none,blue
0,16,42,red,red,none,blue
-4,1,69,blue,none,red,blue
4,11,0,blue,red,blue,blue
-6,5,-6,red,none,blue,red
-10,-111,-7,blue,none,red,red
1,-18,3,blue,none,none,blue
1,-20,23,red,blue,red,red
-1,35,-4,blue,red,red,red
7,4,0,blue,none,red,blue
0,2,16,red,none,blue,red
3,27,-35,red,red,blue,red
5,16,12,blue,none,none,blue
2,3,0,red,none,red,red
-4,-28,-2,red,none,blue,red
6,1,2,blue,none,blue,red
3,-16,-7,blue,blue,blue,red
4,14,-1,blue,blue,none,blue
11,7,0,blue,none,none,blue
-5,-54,1,red,none,red,red
-3,-7,-12,red,red,red,red
0,-41,-1,red,none,none,blue
0,17,4,blue,none,none,blue
-3,-11,-21,red,none,blue,red
-8,-33,0,red,blue,red,red
-1,-8,-8,blue,none,red,blue
-4,-46,0,red,red,red,red
0,-59,3,red,none,blue,red
0,15,36,blue,none,red,blue
-7,-55,16,red,none,red,red
3,19,-5,blue,none,none,blue
-3,-32,-22,red,none,none,red
-2,-8,131,blue,none,red,red
0,-2,-4,red,none,none,blue
0,-40,5,blue,red,none,blue
-7,34,22,red,none,none,red
4,26,-41,blue,none,blue,blue
-5,-66,14,red,red,red,red
-9,40,-27,red,none,red,red
-3,5,-8,red,none,blue,blue
-7,-36,-6,red,red,red,red
8,30,34,blue,blue,blue,blue
2,21,-11,blue,none,red,blue
4,14,-1,red,blue,blue,red
-1,-26,44,red,blue,blue,red
4,33,-18,red,none,blue,blue
-2,11,-2,red,none,red,red
1,-70,-3,red,blue,blue,blue
11,34,4,blue,red,none,blue
-8,-1,2,blue,none,red,red
-1,-33,-3,blue,none,none,red
12,103,43,blue,none,none,blue
2,17,7,red,none,blue,blue
-3,72,4,blue,blue,none,blue
1,4,1,red,red,red,red
-3,28,30,red,none,red,blue
-1,-52,4,red,none,red,red
1,-52,-3,red,blue,none,blue
3,6,-2,red,red,none,blue
2,6,-27,blue,none,blue,blue
-8,-26,4,red,none,none,red
-6,-87,0,red,red,none,red
7,0,72,blue,none,blue,blue
3,-59,4,red,none,blue,red
2,-19,-6,blue,blue,none,blue
0,-1,3,red,none,red,red
6,6,3,red,none,blue,red
-1,-72,-40,red,blue,red,red
-1,-36,-5,red,none,red,red
-2,6,2,blue,none,red,blue
2,-49,-86,blue,none,blue,blue
-6,10,0,blue,none,red,red
5,70,-21,red,none,none,blue
0,3,-26,red,red,blue,red
1,-18,-4,red,none,blue,blue
0,-42,0,red,blue,none,blue
0,-19,28,red,blue,red,blue
0,6,1,blue,none,none,blue
-3,-3,4,red,none,none,red
-3,-14,-23,red,blue,red,blue
-8,23,3,red,blue,red,blue
-4,-79,-6,red,blue,red,red
-4,-39,-20,blue,none,blue,red
2,40,-30,blue,none,blue,red
-4,12,-1,blue,none,none,red
1,34,-5,red,none,blue,blue
0,11,-2,red,blue,blue,red
9,61,4,blue,none,blue,blue
-2,13,-3,blue,none,blue,blue
1,7,2,blue,none,none,red
5,42,1,red,none,none,red
-2,41,8,blue,none,none,blue
-2,41,6,red,none,blue,red
-10,-26,-1,red,red,red,red
-1,4,-21,blue,none,blue,blue
3,-53,1,blue,none,blue,blue
2,2,10,red,red,blue,blue
3,21,3,red,none,none,blue
8,12,33,blue,none,blue,blue
-1,-11,-5,blue,red,blue,red
7,-50,1,red,red,red,red
2,55,4,blue,blue,blue,blue
0,49,-3,blue,blue,red,red
5,18,27,blue,blue,red,blue
0,10,-45,red,none,red,red
-4,-70,3,red,none,red,red
3,65,3,blue,none,red,blue
1,0,-14,blue,none,blue,red
-6,3,-3,blue,none,blue,red
-4,-5,1,blue,none,blue,red
2,33,-32,blue,none,blue,blue
-7,-28,-27,red,none,blue,red
-9,-85,-28,red,none,red,red
0,4,-3,blue,blue,blue,blue
2,-7,3,blue,none,red,red
3,-21,39,blue,blue,red,blue
-4,-49,-6,red,none,none,red
2,-30,21,red,none,none,blue
-6,-24,-38,red,none,none,red
0,7,2,blue,none,none,blue
3,-4,-3,blue,none,red,red
-2,-9,-36,red,blue,none,red
-1,-38,2,blue,none,blue,red
2,-20,-3,blue,none,blue,blue
-3,-34,-55,red,none,red,red
-1,0,-30,blue,none,none,blue
-1,-33,-2,red,none,blue,red
4,-7,-3,blue,none,none,blue
0,-13,35,blue,none,none,red
-1,11,-66,blue,blue,blue,blue
3,53,-3,red,none,blue,blue
6,-22,-1,blue,blue,blue,red
-2,-10,-7,red,red,red,red
0,-13,4,red,red,red,blue
-1,7,22,red,none,none,red
4,25,-1,red,none,red,blue
3,12,1,red,blue,red,blue
3,36,23,blue,blue,blue,blue
-1,-45,-1,red,blue,red,red
-3,1,-8,blue,none,blue,red
7,83,-1,blue,blue,blue,blue
0,4,28,blue,blue,blue,red
3,43,4,red,none,blue,red
3,-32,38,blue,blue,none,blue
-6,-36,-2,red,none,blue,red
6,13,4,blue,none,none,red
-5,6,-4,red,none,blue,red
-1,-35,6,blue,none,none,blue
-1,-35,-2,red,none,none,red
1,-32,13,blue,none,none,red
-12,-87,-44,red,none,none,red
-2,-36,1,blue,red,red,red
4,38,4,blue,none,none,red
4,15,0,blue,none,none,blue
2,57,4,blue,none,none,blue
-9,2,-72,red,red,none,red
1,15,-1,red,red,none,blue
4,-21,3,blue,none,blue,blue
-2,-21,1,blue,none,red,red
-1,-17,-19,blue,none,red,red
-9,-39,27,red,none,red,red
-1,11,1,red,none,red,blue
-1,1,-5,blue,none,red,blue
7,30,19,blue,none,red,blue
1,19,-1,blue,none,red,blue
6,-14,-1,blue,none,blue,blue
5,75,4,blue,red,red,blue
4,-35,-23,blue,none,blue,blue
1,21,4,red,none,red,red
0,-29,-9,blue,red,blue,red
4,15,-2,red,none,none,blue
-2,-57,-17,red,none,red,red
-4,-10,-35,red,red,none,red
-6,2,-14,red,none,none,red
3,0,-15,red,none,blue,blue
-2,-36,2,blue,none,red,red
-3,26,2,red,none,none,blue
4,14,-2,red,none,red,blue
5,-17,0,blue,blue,blue,blue
4,9,-7,blue,blue,none,blue
-4,17,1,red,none,none,red
0,3,3,red,blue,none,red
3,0,0,blue,none,red,red
-4,5,-22,red,none,blue,red
-5,-64,20,red,none,red,blue
-2,3,-2,red,none,red,red
3,2,0,blue,blue,blue,blue
0,69,-1,blue,none,red,blue
3,-35,4,red,none,red,red
6,-19,-22,blue,red,red,blue
-1,-55,-5,blue,red,blue,red
3,27,8,blue,none,blue,blue
-1,25,0,blue,none,blue,blue
3,-7,0,red,blue,none,red
-3,11,2,blue,blue,red,red
3,-15,-3,blue,none,blue,blue
0,-11,1,blue,none,blue,red
-3,-31,-43,blue,red,red,red
-3,-24,24,red,blue,red,red
-5,-12,0,blue,red,red,blue
4,-45,2,blue,none,blue,red
4,26,4,red,red,none,blue
-2,-6,1,red,none,none,red
3,29,-3,blue,none,none,red
-1,26,8,red,none,none,red
-1,6,-73,blue,none,red,red
-9,-25,-2,red,none,red,red
3,14,-2,blue,blue,blue,blue
-7,-64,2,red,red,red,red
-6,2,-3,red,red,red,red
0,26,-3,blue,none,red,red
-2,-50,-4,red,blue,blue,red
1,-18,19,blue,red,blue,blue
6,32,-3,blue,blue,red,blue
2,-10,73,red,blue,red,red
-5,-49,28,blue,none,blue,blue
1,35,2,blue,none,blue,blue
16,57,4,blue,none,blue,blue
3,50,1,red,blue,red,blue
-1,12,0,blue,blue,red,blue
2,18,26,red,none,red,blue
1,-2,-4,blue,blue,none,blue
-2,-27,-14,red,none,none,red
3,26,4,blue,none,blue,red
2,21,-34,blue,none,blue,red
-7,6,-2,blue,none,red,blue
0,-16,7,blue,none,blue,blue
3,3,10,red,none,none,blue
1,-5,5,blue,red,blue,red
0,-33,-2,red,none,red,red
5,27,30,blue,none,blue,blue
-2,10,-7,red,none,none,blue
-1,14,7,red,blue,red,red
-4,-2,-23,red,none,red,blue
10,-20,-4,blue,blue,none,blue
1,-26,40,blue,none,red,red
-3,17,-5,blue,none,blue,blue
1,20,3,red,red,red,red
-10,-26,-103,red,none,none,red
10,55,1,blue,none,none,blue
1,-43,26,red,none,blue,blue
0,-35,0,blue,none,none,blue
-2,26,1,blue,blue,red,red
-7,-20,-8,red,none,blue,blue
2,-34,-9,red,none,red,red
5,2,1,red,none,blue,blue
-5,28,5,red,none,none,red
0,11,0,blue,none,red,blue
-4,10,-41,blue,none,red,blue
-5,0,-2,blue,red,red,red
0,-9,-67,red,none,none,blue
0,-16,1,blue,none,blue,red
-12,-29,1,red,red,red,red
4,-4,1,blue,none,none,blue
1,-1,-12,blue,none,blue,red
4,28,-1,blue,red,none,blue
-1,-38,-6,blue,none,blue,blue
3,1,0,red,none,none,blue
1,-15,22,blue,red,blue,blue
1,10,1,red,blue,red,blue
5,-39,-3,blue,none,none,red
-1,5,0,blue,blue,red,red
2,34,-14,red,none,red,red
8,16,6,blue,blue,blue,blue
-2,-21,-3,red,none,red,red
0,27,24,blue,none,blue,red
3,-24,36,blue,none,none,red
0,-25,23,red,none,none,blue
-5,-26,102,blue,red,none,red
0,2,-1,red,none,red,blue
1,-3,3,red,none,red,blue
-1,-29,-14,blue,red,blue,blue
5,-49,21,blue,none,blue,red
6,13,-10,blue,blue,blue,blue
-2,-25,-3,blue,none,red,blue
2,-13,-25,blue,none,none,blue
2,37,4,blue,none,red,red
-11,-26,-25,red,red,red,red
-4,16,3,blue,none,red,blue
5,23,-14,blue,none,none,blue
0,6,2,blue,none,none,blue
0,31,-19,red,none,none,red
-4,-16,0,blue,none,none,red
1,12,2,red,red,red,red
-2,-4,-5,red,none,red,blue
5,-18,-5,red,red,red,blue
-3,-57,-64,red,none,red,red
-2,-33,-6,blue,none,red,red
2,14,2,blue,blue,red,blue
-3,-1,1,red,none,red,blue
-5,-5,-3,red,red,red,red
6,42,-4,blue,blue,red,blue
-2,-7,54,blue,none,none,blue
-1,8,2,red,blue,red,red
-4,-6,-3,blue,blue,red,blue
-5,-22,-5,red,red,red,red
1,1,3,blue,none,blue,red
-5,-4,3,red,none,blue,blue
2,23,-24,blue,red,blue,blue
-5,-17,31,red,none,red,blue
-2,-5,4,blue,red,none,red
6,-26,1,red,none,red,red
-3,-25,-8,red,none,red,red
-1,-16,-22,red,blue,red,red
3,-29,6,blue,red,blue,blue
8,24,11,blue,none,blue,blue
5,32,28,red,none,blue,blue
-7,-54,7,red,none,none,red
-1,-38,-20,red,none,none,red
-1,-70,-4,red,blue,red,red
-6,-30,11,blue,none,red,red
1,40,3,blue,none,red,blue
-6,9,-1,red,blue,none,red
-1,-7,3,blue,none,blue,red
7,42,15,blue,blue,none,blue
7,68,4,blue,red,blue,blue
1,-17,-2,red,red,blue,red
-8,3,5,red,none,blue,red
-5,5,29,red,none,red,red
-3,-32,-6,red,red,red,red
-5,4,3,red,none,red,blue
0,18,0,blue,red,none,blue
7,44,1,blue,none,red,blue
-1,-4,27,red,none,red,red
0,-8,5,blue,none,blue,blue
2,1,1,red,none,red,blue
4,10,0,red,none,blue,blue
2,-33,19,blue,blue,red,red
1,-53,17,red,none,blue,blue
-1,-27,-2,red,none,none,red
-1,15,0,blue,none,blue,red
4,-3,2,blue,none,none,blue
2,28,3,blue,blue,none,blue
-3,-12,0,red,none,red,red
1,14,2,blue,none,red,blue
-7,-30,-6,red,none,red,red
3,32,-3,red,none,blue,blue
-2,46,-39,red,none,blue,blue
5,50,-21,blue,none,blue,red
-2,6,3,blue,none,blue,blue
3,-14,18,red,none,none,blue
-3,-9,-9,red,red,red,red
4,-11,21,blue,none,blue,blue
-5,-3,2,blue,blue,red,red
2,-27,34,red,none,blue,blue
2,-12,-8,blue,blue,red,red
4,0,-7,blue,red,blue,blue
-3,-39,-28,blue,red,red,red
-5,-19,-2,blue,none,red,red
-4,-7,-5,blue,red,red,blue
4,-28,1,blue,none,blue,red
0,1,-25,red,red,blue,blue
6,63,5,blue,none,blue,blue
8,69,2,blue,none,blue,blue
8,7,1,blue,none,blue,blue
5,89,-10,blue,blue,blue,blue
8,82,-25,blue,none,none,blue
3,-9,-20,red,red,none,red
0,-45,-4,blue,none,red,red
-1,13,1,red,none,blue,red
-1,14,2,blue,none,red,red
-4,-10,14,red,red,red,red
-6,-19,1,red,none,red,red
-4,34,-2,blue,red,blue,red
-2,2,-18,red,red,blue,blue
8,2,4,blue,blue,blue,blue
3,22,-27,red,none,blue,red
-1,-36,10,red,red,red,red
3,-3,-4,blue,none,blue,blue
0,-10,0,red,none,none,red
-9,-20,-2,red,red,red,red
4,18,4,blue,blue,blue,blue
4,19,4,blue,none,red,blue
-1,22,4,blue,none,red,red
3,6,3,blue,none,red,blue
2,36,4,blue,none,blue,blue
3,34,0,blue,none,none,blue
-7,-37,13,blue,red,none,red
-3,-50,-4,red,none,red,red
6,-2,1,blue,none,none,blue
3,40,-115,red,none,none,blue
1,-16,4,blue,none,blue,blue
-2,-78,5,red,none,red,red
3,-13,3,blue,none,blue,blue
3,-59,-2,red,blue,red,blue
3,-8,-15,blue,red,blue,red
4,58,-12,red,none,blue,blue
-7,-113,-3,red,none,none,red
-4,-7,9,red,none,red,red
2,2,0,blue,red,red,blue
2,60,5,blue,none,none,blue
2,-7,5,blue,none,red,red
-1,12,4,blue,none,blue,blue
5,21,-23,blue,none,none,blue
-7,-68,-6,red,none,blue,blue
-4,-31,3,red,red,blue,red
-3,-38,24,red,none,red,blue
2,-10,-7,red,none,blue,blue
0,-33,23,red,none,red,red
10,7,6,blue,none,none,blue
4,34,3,blue,none,none,red
-2,21,-5,blue,blue,blue,blue
-1,-52,26,red,none,red,red
3,31,1,red,blue,blue,blue
-1,-4,7,blue,none,red,blue
-4,-20,-5,red,red,none,red
0,-6,4,blue,blue,red,blue
2,-28,-2,red,none,none,blue
2,19,2,red,none,red,red
4,-10,2,blue,none,blue,blue
-3,-12,-3,red,none,red,red
1,-45,-1,blue,none,blue,blue
-1,-22,2,blue,red,none,blue
0,27,-5,blue,red,red,blue
-5,-64,0,blue,none,red,red
-4,-88,4,red,red,red,blue
2,21,2,blue,none,blue,blue
3,4,2,blue,none,blue,blue
-1,-11,31,red,none,none,blue
-1,-8,-3,red,none,red,red
-1,-26,-6,red,blue,red,red
-7,-11,-43,red,none,red,red
1,34,5,blue,none,none,red
-2,41,5,red,none,red,red
4,48,0,blue,none,red,blue
6,-18,4,blue,none,blue,blue
-2,-20,-9,blue,none,blue,red
3,-6,3,blue,none,red,blue
-3,25,-115,blue,red,blue,blue
-2,4,3,blue,red,blue,blue
11,54,2,red,none,red,blue
11,3,2,blue,blue,blue,red
-7,-59,4,red,none,none,red
3,-26,-85,red,none,none,blue
-2,-9,18,red,none,red,red
0,52,1,blue,none,none,blue
-4,-52,-5,red,red,blue,red
3,-24,1,blue,blue,blue,blue
-2,-30,-1,red,none,blue,blue
-2,-29,1,red,none,red,blue
-9,-59,23,red,red,red,red
-2,-1,2,red,red,blue,blue
-1,14,-5,red,blue,red,red
2,-21,3,blue,blue,blue,blue
1,-21,-4,red,none,none,blue
-4,11,6,red,none,red,red
-12,-52,-5,blue,red,red,red
1,35,-5,red,none,none,blue
-1,-41,-24,blue,none,red,blue
3,32,6,red,none,blue,blue
-1,-9,-3,blue,none,red,red
1,-21,-76,red,red,red,red
-8,-49,1,blue,none,none,red
-2,1,19,red,none,red,blue
-6,-4,-16,blue,none,blue,red
4,14,-161,blue,blue,red,blue
0,-36,4,red,none,none,red
11,71,2,blue,blue,none,blue
-2,11,-4,red,red,blue,red
-4,5,-1,red,none,none,blue
-7,6,-9,red,red,red,red
1,9,-22,red,none,red,red
-7,-6,-8,red,red,red,red
0,31,6,red,none,none,blue
6,22,-16,blue,none,red,blue
2,33,-20,red,none,blue,blue
1,14,3,blue,none,red,blue
3,19,1,blue,none,red,blue
-6,29,-103,red,none,red,red
0,-3,2,red,none,red,red
1,5,-1,blue,none,blue,blue
-2,-18,-3,blue,none,blue,red
-3,25,8,red,none,red,blue
-5,13,-12,blue,red,red,red
-3,-4,22,blue,none,blue,red
1,21,-1,blue,none,blue,blue
9,58,1,blue,blue,blue,blue
-1,-69,0,red,none,none,red
-3,28,-72,red,none,blue,red
2,22,-2,red,red,red,blue
1,36,0,blue,red,red,blue
2,14,14,blue,none,blue,blue
-3,-14,0,blue,blue,blue,blue
-2,-18,3,blue,none,blue,blue
4,7,2,blue,none,blue,blue
-4,-16,-26,blue,red,blue,red
-4,34,-24,red,none,red,blue
2,0,3,red,none,red,blue
-2,-14,5,blue,none,red,red
-4,-4,-4,red,blue,red,red
2,15,8,red,red,none,blue
2,-23,6,red,none,blue,blue
6,5,0,blue,blue,blue,blue
4,22,-4,blue,none,blue,blue
4,-34,3,blue,none,blue,red
-2,31,4,blue,red,red,blue
1,25,-5,blue,blue,red,blue
-12,-56,-2,red,none,none,red
-1,3,25,blue,none,blue,blue
-2,-8,0,red,red,red,red
-1,25,-3,red,blue,red,blue
6,67,-18,blue,blue,none,blue
-5,7,-5,blue,none,red,red
4,55,-2,blue,none,blue,blue
-1,-3,0,blue,red,none,red
-6,-60,4,red,none,none,red
8,39,-1,blue,none,blue,red
1,-24,-1,blue,none,blue,blue
-1,-14,0,blue,blue,red,blue
-8,-39,0,red,red,none,red
-7,-7,-8,red,none,blue,red
4,7,2,blue,none,blue,red
1,17,-1,blue,blue,blue,blue
2,14,13,red,none,blue,red
-3,33,4,red,red,red,red
-3,-2,0,blue,blue,blue,red
-2,28,-1,red,none,red,blue
-4,-34,-1,red,none,red,red
3,13,-1,blue,none,blue,blue
1,-26,6,blue,red,red,red
2,7,1,blue,none,blue,blue
11,34,5,blue,none,blue,blue
0,-7,-6,blue,none,red,red
-3,20,16,blue,none,none,red
-3,29,3,red,none,red,blue
3,36,-45,blue,none,red,red
3,8,2,blue,none,none,blue
6,13,41,blue,blue,blue,blue
7,20,0,blue,red,none,blue
-4,-5,-25,red,none,red,red
1,-1,-3,red,none,none,blue
7,23,8,blue,none,blue,blue
-4,-26,10,red,none,red,red
3,-29,-6,blue,none,none,red
-7,-42,-4,red,none,red,red
-3,9,-5,red,red,none,red
11,11,-56,blue,none,blue,blue
1,-35,-1,blue,none,none,red
0,-16,20,red,none,blue,red
3,-13,-1,blue,none,red,blue
-2,-28,3,red,none,red,red
-1,-40,26,red,none,red,red
3,-13,4,blue,none,blue,red
-3,-25,24,blue,none,red,red
6,27,-1,blue,none,red,blue
1,15,-21,blue,none,red,blue
-5,6,-2,blue,none,none,blue
-10,-35,0,red,none,red,red
2,17,0,red,none,blue,blue
-8,22,4,red,none,red,red
0,14,-7,blue,none,red,blue
7,-22,-9,blue,blue,blue,blue
0,-19,-2,red,none,red,blue
2,48,26,blue,none,none,blue
-4,-8,3,blue,none,red,red
5,0,26,blue,none,blue,red
-3,-30,-1,red,none,blue,blue
3,4,6,blue,red,red,red
2,17,7,red,none,red,red
6,44,3,blue,blue,blue,blue
1,66,4,red,none,red,blue
-2,36,-3,red,none,red,red
-4,6,3,blue,none,none,red
8,46,27,blue,blue,red,blue
3,-11,-2,red,none,blue,blue
9,62,7,blue,blue,red,blue
-10,-22,-1,red,none,red,red
1,-4,23,blue,none,blue,red
2,-51,-24,red,red,red,red
0,35,3,blue,none,red,red
-6,-30,-4,red,none,none,red
1,-41,6,red,none,red,red
-2,11,-27,red,red,red,red
11,13,16,blue,none,none,blue
-4,-11,0,red,none,red,red
5,-27,29,blue,blue,blue,blue
0,22,-5,blue,blue,red,red
6,22,2,red,none,blue,blue
-1,1,50,red,none,none,blue
8,45,-4,blue,none,blue,blue
-4,54,-3,red,blue,red,blue
0,-23,2,blue,blue,red,blue
-1,-13,-1,red,none,red,red
7,66,90,blue,blue,none,blue
0,-14,-1,red,none,red,red
5,7,3,blue,blue,blue,blue
-2,-3,18,blue,red,red,red
-2,-58,-74,red,red,red,red
4,56,-5,blue,blue,blue,blue
3,15,-6,blue,none,red,red
-3,32,12,red,none,none,blue
3,15,5,blue,red,blue,red
1,2,-3,blue,none,none,blue
-3,-5,-6,blue,none,none,red
-5,38,19,red,none,none,red
0,17,0,red,none,red,red
5,-12,-17,blue,none,red,blue
-6,-60,0,red,none,red,blue
-2,-1,1,blue,none,red,red
-6,-23,-6,red,none,red,red
0,-43,-4,red,none,red,blue
-1,-43,-1,red,none,none,red
-6,4,1,red,none,none,red
-1,-69,-23,red,none,red,red
0,22,-3,blue,none,none,blue
-1,23,-35,blue,blue,blue,blue
2,1,-1,blue,none,red,blue
-2,24,-1,blue,red,none,red
2,19,-25,blue,none,blue,blue
-4,-27,5,blue,red,blue,red
9,27,-50,blue,none,blue,blue
-5,-9,6,blue,none,red,red
3,-42,3,blue,none,none,blue
5,-2,-7,blue,blue,blue,blue
-1,42,2,red,red,red,red
3,19,0,blue,none,blue,blue
-1,-36,19,red,none,blue,red
-1,-65,-24,blue,none,none,red
2,-35,1,blue,none,blue,blue
3,10,-25,blue,none,none,red
0,-41,-2,blue,none,none,red
-1,12,0,red,none,blue,blue
-6,-17,-1,red,none,blue,red
-5,-71,0,red,none,red,red
-1,1,21,red,none,red,blue
-2,-8,1,red,none,red,red
10,74,21,blue,none,blue,blue
1,15,-22,red,none,red,red
-2,-18,-3,red,none,red,red
-2,9,20,blue,none,none,red
-2,9,2,red,none,blue,blue
-9,-67,1,red,red,none,red
9,8,-5,blue,none,blue,blue
0,-54,4,blue,none,none,red
-5,-25,65,red,red,none,red
1,-19,-27,red,blue,blue,red
-1,-23,-1,blue,none,blue,red
-7,-37,-113,red,red,red,red
4,32,-1,blue,none,red,red
0,26,-65,blue,none,none,red
-4,-46,-21,red,none,none,blue
-5,-39,18,red,none,red,red
-3,3,3,red,blue,none,blue
2,-29,-1,blue,none,red,blue
1,13,5,blue,none,red,red
-4,-10,-2,blue,red,none,red
0,6,1,blue,blue,red,blue
-8,-42,1,blue,red,red,red
0,39,28,red,red,red,blue
-1,-50,30,blue,red,red,blue
1,-23,20,blue,none,blue,blue
-4,17,1,red,none,none,red
12,32,0,blue,none,none,blue
0,-33,-1,red,none,blue,red
-1,-4,-2,red,none,none,red
-7,13,-15,red,red,blue,red
-4,26,3,red,none,none,red
-10,-68,-4,red,none,red,blue
0,26,-10,blue,blue,red,red
-7,-45,-1,red,none,blue,blue
-2,5,-2,red,none,red,red
-2,-39,21,red,blue,blue,red
7,16,25,red,none,none,blue
0,51,-23,red,none,blue,blue
2,34,-21,blue,none,none,red
1,6,-2,red,none,none,red
-6,4,5,red,red,red,red
2,-13,1,red,blue,blue,red
-3,4,-6,red,red,red,red
-7,-35,5,red,none,red,red
1,39,-6,blue,none,red,red
0,-16,-46,red,none,none,blue
1,1,-3,blue,blue,red,blue
-2,49,22,blue,blue,red,blue
8,32,20,blue,none,blue,blue
0,-16,26,red,none,blue,red
2,-43,38,red,none,none,blue
-6,-27,-2,red,none,red,red
-3,-4,-2,red,none,blue,blue
-1,-11,-72,red,none,red,red
4,21,-4,blue,none,none,blue
1,-2,-128,blue,none,red,blue
-1,-6,3,blue,none,blue,blue
0,51,-4,red,none,blue,blue
4,-5,-1,red,none,blue,blue
0,33,-3,red,none,blue,blue
-7,-12,26,blue,none,red,red
-1,1,-5,red,none,blue,red
2,24,4,blue,none,none,red
-1,-37,26,red,none,none,red
-2,-1,0,red,red,red,blue
-2,44,2,red,red,red,red
-1,-51,1,red,none,blue,red
4,24,5,red,blue,blue,blue
0,31,-5,blue,none,blue,red
3,16,-69,blue,none,none,red
-4,-41,-9,blue,blue,blue,blue
1,-6,2,blue,none,red,blue
-2,32,-36,red,none,red,red
0,39,-65,red,none,blue,red
-2,16,29,blue,none,blue,blue
3,-15,18,blue,none,red,red
-1,-3,-18,blue,blue,red,blue
4,8,-77,blue,blue,blue,blue
0,-12,1,red,none,none,blue
-7,1,-41,red,none,red,blue
-1,39,-76,red,none,blue,blue
0,-28,7,red,red,blue,red
5,11,-3,blue,none,blue,blue
1,-3,3,red,red,blue,red
-3,9,-2,red,none,red,red
-4,-66,3,blue,none,red,red
0,-21,52,blue,blue,red,red
